ticker,name,sector,ipo,delisted,first_data,last_data,bh_cagr_since_ipo,bh_vol,bh_sharpe,bh_max_dd,corr_qqq,ret_1y,ret_3y,ret_5y,ret_10y,overlay_cagr_zero,overlay_sharpe_zero,overlay_max_dd_zero,overlay_cagr_base,overlay_sharpe_base,overlay_max_dd_base,timing_adds_value_after_costs
CSCO,Cisco Systems,networking,1990-02-16,,1998-01-02,2026-07-31,0.10792863408655973,0.3679732893504568,0.46237432286291164,-0.8925805645762811,0.728733736645142,0.7338341258867425,0.33129558338906717,0.19295446749728629,0.17702591812356983,0.13013979246076857,0.6423516703567854,-0.549047983733019,0.1229839510942432,0.6148620374228921,-0.5576237242204221,True
ANET,Arista Networks,networking,2014-06-06,,2014-06-06,2026-07-31,0.3856142436453325,0.45712505147482735,0.9440088479524266,-0.5220064527911366,0.5559089750762852,0.47718895896469626,0.6369952530710468,0.49922491294371163,0.449722428317467,0.23361563259749207,0.7654331633102835,-0.44814832502359503,0.22355839712859105,0.7422492587552655,-0.46472745350310607,False
KEYS,Keysight Technologies,networking,2014-11-03,,2014-11-03,2026-07-31,0.21923958061083448,0.32025668187652123,0.7794043983993294,-0.4553869889431742,0.6330304732289339,0.9043867502238134,0.2359596506201227,0.14846809145801876,0.2687566250784863,0.14263274481326915,0.6489849119737771,-0.5037556365988645,0.13077150869240262,0.6079027010746847,-0.5351831544837558,False
SMCI,Super Micro Computer,dc_infrastructure,2007-03-29,,2007-03-29,2026-07-31,0.19709596709797084,0.6326771773714004,0.603058637138757,-0.8484096054946255,0.41543135242101353,-0.5322022731016303,-0.03634395324869255,0.5191555504108067,0.3037884372335071,0.07529099563100972,0.385134796209599,-0.7874442155536926,0.06483702805428071,0.3631117912155312,-0.8108959863432157,False
DELL,Dell Technologies,hardware,2018-12-28,,2018-12-28,2026-07-31,0.47839293416624606,0.4858983467184422,1.0442816440969438,-0.5958492486649977,0.5189493168117297,2.074498689268226,0.990780355691028,0.5558123003224411,,0.36213166888552073,1.0071733711513957,-0.5198038198042513,0.35317163834501386,0.9889750187516986,-0.5241273077138161,False
HPE,Hewlett Packard Enterprise,hardware,2015-11-02,,2015-11-02,2026-07-31,0.20669017009630775,0.37899817407214864,0.6862774847464573,-0.5690769455363771,0.5197706805055943,1.3389077627759365,0.43629516766182275,0.31335153150992956,0.1851107961741678,0.05373764003419801,0.32803127827628137,-0.526889771649938,0.04077307608244185,0.28231464413173407,-0.5484778447904587,False
NTAP,NetApp,hardware,1995-11-21,,1998-01-02,2026-07-31,0.15472668272535306,0.5557485087809594,0.5336075254404847,-0.9621130551815282,0.6454640724835493,0.7346843762160409,0.34158754333083974,0.2080813219795974,0.24267375201693397,0.2155196815685807,0.7060092145407334,-0.7721976077102736,0.2108091399580181,0.6954496589209748,-0.7767905711389337,True
WDC,Western Digital,hardware,1990-01-02,,1998-01-02,2026-07-31,0.14847517449483005,0.6002444025117185,0.5266871042951459,-0.9068181818178231,0.45706480567601204,6.6478942177590765,1.6506420981360481,0.6257728556729314,0.31846806750363044,0.12052756071054338,0.48635120505933715,-0.880257602198774,0.11153215898930302,0.4654101412921624,-0.884307901146209,False
VRT,Vertiv,dc_infrastructure,2020-02-10,,2020-02-10,2026-07-31,0.572528219001351,0.6134572226569206,1.053639688473086,-0.7123747489254927,0.5483100834043425,0.6773899785255311,1.122882916645283,0.5431043767848966,,0.5055321572199714,1.1281565411773504,-0.4450115299403177,0.499875350527919,1.1195018202623332,-0.45312899450338573,True
ISRG,Intuitive Surgical,robotics,2000-06-13,,2000-06-16,2026-07-31,0.21851968194237692,0.47993491351032314,0.6484428716796832,-0.8225635593220342,0.37706753955356737,-0.2940600587400847,0.02368300013047997,0.01655167932219226,0.16492424360153324,0.12934423447641463,0.5354051707998887,-0.7281610153910842,0.11875793412818081,0.5060165474309516,-0.7340158802191132,False
ROK,Rockwell Automation,robotics,1990-01-02,,1998-01-02,2026-07-31,0.14745667052436273,0.34246849288530806,0.574153263190102,-0.758442312561824,0.5138240087407009,0.38662457619787616,0.14764032267501292,0.11768206187123176,0.1717550675673425,0.11499526217885059,0.5862522760217606,-0.5030558093088564,0.10671084764106942,0.5537936537770485,-0.5270861673513925,False
SYM,Symbotic,robotics,2022-06-08,,2022-06-08,2026-07-31,0.20228870996002923,0.9832831983808399,0.6728714396625689,-0.7245829398803904,0.33819528414771405,-0.1838862559241693,0.014093087509950974,,,0.05766087173077716,0.42203271450092045,-0.774694224952433,0.04759639413356109,0.4086798870736851,-0.7801633281968026,False
CEG,Constellation Energy,power,2022-02-02,,2022-02-02,2026-07-31,0.4403120033291015,0.48984042155738255,0.9906585725534756,-0.5070460130476069,0.4230366790064576,-0.23498820779110507,0.4018469311000399,,,0.20509555901539644,0.6734261798372931,-0.3570833984632883,0.2005708913758817,0.6634520919489288,-0.35797990961571335,False
VST,Vistra,power,2016-10-04,,2016-10-04,2026-07-31,0.29483058283925634,0.4222372011499587,0.8287343554442536,-0.5326512969203231,0.3947278061551301,-0.28040274926197073,0.7514785256175749,0.534364570213506,,0.1536185307032274,0.5995040021011336,-0.5093244915366628,0.14133111958409383,0.5673360461687323,-0.5137138371706179,False
NRG,NRG Energy,power,2003-12-05,,2003-12-05,2026-07-31,0.1356370199718968,0.38830837266492485,0.5208347759497567,-0.7940970979745184,0.4373094328683406,-0.18466888750526778,0.5481512364974102,0.30266996051023765,0.274670017255805,0.12593531289506665,0.5790959185420195,-0.492771985172195,0.11317383614426002,0.5358361523335623,-0.5404472783783609,True
GEV,GE Vernova,power,2024-04-02,,2024-04-02,2026-07-31,1.3243996941916665,0.538713427396841,1.8426889605630639,-0.38285620175436486,0.5818324899903129,0.5153261723622211,,,,0.38979103439165375,0.9425265907636532,-0.45451821296661854,0.38761103421269416,0.9387717514015718,-0.45606636224687724,False
PWR,Quanta Services,power,1998-02-12,,1998-02-12,2026-07-31,0.17163519930113402,0.49680437055842414,0.5841862402321815,-0.9706747222443359,0.43292132829340857,0.6246947668058114,0.48958712699254425,0.49600411591981985,0.38922144044152995,0.14435057579921406,0.5794316821760501,-0.6862576475951214,0.13661253457093814,0.5584186018598537,-0.7084015234008443,False
